Class or Package Name, Initialization Kind, Reasons
com.sun.nio.zipfs, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.org.apache, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.org.slf4j.internal, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.auth, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.cert.internal.x509, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.jgss, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.ntlm, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.sasl, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.xml, BUILD_TIME, Core JDK classes are initialized at build time
double, BUILD_TIME, primitive types are initialized at build time
double[], BUILD_TIME, arrays are initialized at build time
float, BUILD_TIME, primitive types are initialized at build time
float[], BUILD_TIME, arrays are initialized at build time
int, BUILD_TIME, primitive types are initialized at build time
int[], BUILD_TIME, arrays are initialized at build time
java.awt.font.JavaAWTFontAccessImpl, BUILD_TIME, Required for sun.text.bidi.BidiBase.NumericShapings
java.awt.font.NumericShaper, BUILD_TIME, Required for sun.text.bidi.BidiBase.NumericShapings
java.awt.font.TextAttribute, BUILD_TIME, Required for sun.text.bidi.BidiBase.NumericShapings
java.io, BUILD_TIME, Core JDK classes are initialized at build time
java.io.Console, RERUN, for JDK native code support via JNI
java.io.DeleteOnExitHook, RERUN, for JDK native code support via JNI
java.io.File$TempDirectory, RERUN, for JDK native code support via JNI
java.io.FilePermission, RERUN, for JDK native code support via JNI
java.io.ObjectInputFilter$Config, RERUN, Field filter have to be initialized at runtime
java.io.RandomAccessFile, RERUN, for JDK native code support via JNI
java.io.Serializable[], BUILD_TIME, arrays are initialized at build time
java.lang, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ApplicationShutdownHooks, RERUN, for JDK native code support via JNI
java.lang.Boolean[], BUILD_TIME, arrays are initialized at build time
java.lang.Byte[], BUILD_TIME, arrays are initialized at build time
java.lang.CharSequence[], BUILD_TIME, arrays are initialized at build time
java.lang.Character[], BUILD_TIME, arrays are initialized at build time
java.lang.Cloneable[], BUILD_TIME, arrays are initialized at build time
java.lang.Comparable[], BUILD_TIME, arrays are initialized at build time
java.lang.Double[], BUILD_TIME, arrays are initialized at build time
java.lang.Enum, BUILD_TIME, super type of com.oracle.svm.core.posix.headers.Signal$DarwinSignalEnum and super type of com.oracle.svm.core.posix.headers.Signal$SignalEnum and super type of com.oracle.svm.core.posix.headers.Time$TimerTypeEnum and super type of com.oracle.svm.core.jni.headers.JNIObjectRefType
java.lang.Exception, BUILD_TIME, super type of org.ietf.jgss.GSSException
java.lang.Float[], BUILD_TIME, arrays are initialized at build time
java.lang.Integer[], BUILD_TIME, arrays are initialized at build time
java.lang.Long[], BUILD_TIME, arrays are initialized at build time
java.lang.Math$RandomNumberGeneratorHolder, RERUN, Contains random seeds
java.lang.Number[], BUILD_TIME, arrays are initialized at build time
java.lang.Object, BUILD_TIME, super type of javax.security.auth.kerberos.KeyTab and super type of java.text.AttributedCharacterIterator$Attribute and super type of java.awt.font.NumericShaper and super type of java.awt.font.JavaAWTFontAccessImpl and super type of org.ietf.jgss.Oid and super type of java.lang.Throwable and super type of sun.rmi.transport.GC and super type of sun.rmi.transport.GC$LatencyLock and super type of sun.security.util.UntrustedCertificates and super type of java.util.Dictionary and others
java.lang.Object[], BUILD_TIME, arrays are initialized at build time
java.lang.ProcessEnvironment, RERUN, for JDK native code support via JNI
java.lang.ProcessHandleImpl, RERUN, for JDK native code support via JNI
java.lang.ProcessHandleImpl$Info, RERUN, for JDK native code support via JNI
java.lang.ProcessImpl, RERUN, for JDK native code support via JNI
java.lang.ScopedValue, BUILD_TIME, from feature com.oracle.svm.core.thread.JavaThreadsFeature.duringSetup with 'java.lang.ScopedValue'
java.lang.ScopedValue$Cache, BUILD_TIME, from feature com.oracle.svm.core.thread.JavaThreadsFeature.duringSetup with 'java.lang.ScopedValue$Cache'
java.lang.Short[], BUILD_TIME, arrays are initialized at build time
java.lang.StrictMath$RandomNumberGeneratorHolder, RERUN, Contains random seeds
java.lang.String[], BUILD_TIME, arrays are initialized at build time
java.lang.System$Logger, BUILD_TIME, super type of com.sun.jmx.remote.util.ClassLogger
java.lang.Terminator, RERUN, for JDK native code support via JNI
java.lang.Throwable, BUILD_TIME, super type of java.lang.Exception
java.lang.constant.Constable[], BUILD_TIME, arrays are initialized at build time
java.lang.constant.ConstantDesc[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.AnnotatedElement, BUILD_TIME, super type of com.oracle.svm.core.hub.DynamicHub and super type of java.lang.reflect.GenericDeclaration
java.lang.reflect.Type, BUILD_TIME, super type of com.oracle.svm.core.hub.DynamicHub
java.math, BUILD_TIME, Core JDK classes are initialized at build time
java.net, BUILD_TIME, Core JDK classes are initialized at build time
java.net.DatagramPacket, RERUN, for JDK native code support via JNI
java.net.DefaultInterface, RERUN, for JDK native code support via JNI
java.net.InetAddress, RERUN, for JDK native code support via JNI
java.net.NetworkInterface, RERUN, for JDK native code support via JNI
java.nio, BUILD_TIME, Core JDK classes are initialized at build time
java.nio.file.Files$FileTypeDetectors, RERUN, for JDK native code support via JNI
java.nio.file.TempFileHelper, RERUN, for JDK native code support via JNI
java.rmi, RUN_TIME, from 'META-INF/native-image/org.graalvm.truffle/native-image.properties' in 'file:///Users/pbagherinia/.gradle/caches/modules-2/files-2.1/org.graalvm.truffle/truffle-api/24.1.2/9f4f7b88626ff41c953e22a040fa83629ca77b17/truffle-api-24.1.2.jar' with 'java.rmi'
java.security, BUILD_TIME, Core JDK classes are initialized at build time
java.security.Provider, BUILD_TIME, super type of org.jcp.xml.dsig.internal.dom.XMLDSigRI
java.security.Provider$Service, BUILD_TIME, super type of org.jcp.xml.dsig.internal.dom.XMLDSigRI$ProviderService
java.text, BUILD_TIME, Core JDK classes are initialized at build time
java.text.AttributedCharacterIterator$Attribute, BUILD_TIME, super type of java.awt.font.TextAttribute
java.time, BUILD_TIME, Core JDK classes are initialized at build time
java.util, BUILD_TIME, Core JDK classes are initialized at build time
java.util.AbstractMap, BUILD_TIME, super type of java.util.WeakHashMap
java.util.Dictionary, BUILD_TIME, super type of java.util.Hashtable
java.util.Hashtable, BUILD_TIME, super type of java.util.Properties
java.util.Map, BUILD_TIME, super type of java.util.Hashtable and super type of java.util.AbstractMap and super type of java.util.WeakHashMap
java.util.Properties, BUILD_TIME, super type of java.security.Provider
java.util.UUID$Holder, RERUN, for substitutions
java.util.WeakHashMap, BUILD_TIME, super type of com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings
java.util.concurrent.ForkJoinWorkerThread$InnocuousForkJoinWorkerThread, RERUN, innocuousThreadGroup must be initialized at run time
java.util.concurrent.SubmissionPublisher, RERUN, Executor service must be recomputed
java.util.concurrent.ThreadLocalRandom$ThreadLocalRandomProxy, RERUN, for JDK native code support via JNI
java.util.prefs.MacOSXPreferences, RERUN, for JDK native code support via JNI
java.util.prefs.MacOSXPreferencesFile, RERUN, for JDK native code support via JNI
java.util.zip.Adler32, RERUN, for JDK native code support via JNI
java.util.zip.CRC32, RERUN, for JDK native code support via JNI
java.util.zip.Deflater, RERUN, for JDK native code support via JNI
java.util.zip.Inflater, RERUN, for JDK native code support via JNI
javax.annotation.processing, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto, BUILD_TIME, Core JDK classes are initialized at build time
javax.lang.model, BUILD_TIME, Core JDK classes are initialized at build time
javax.management, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming, BUILD_TIME, Core JDK classes are initialized at build time
javax.net, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLContext, RERUN, for JDK native code support via JNI
javax.security.auth, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.kerberos.KeyTab, BUILD_TIME, Force initialization of sun.security.krb5.KerberosSecrets.javaxSecurityAuthKerberosAccess
javax.security.cert, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.sasl, BUILD_TIME, Core JDK classes are initialized at build time
javax.tools, BUILD_TIME, Core JDK classes are initialized at build time
javax.xml, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.loader.NativeLibraries$LibraryPaths, RERUN, for JDK native code support via JNI
jdk.internal.misc.InnocuousThread, RERUN, Contains a thread group INNOCUOUSTHREADGROUP.
jdk.internal.net.http, RUN_TIME, for reading properties at run time
jdk.internal.net.http.websocket.OpeningHandshake, RERUN, contains a SecureRandom reference
jdk.jfr, BUILD_TIME, Needed for Native Image substitutions
jdk.net, BUILD_TIME, Core JDK classes are initialized at build time
jdk.net.ExtendedSocketOptions, RERUN, for JDK native code support via JNI
jdk.net.ExtendedSocketOptions$PlatformSocketOptions, RERUN, for JDK native code support via JNI
jdk.nio, BUILD_TIME, Core JDK classes are initialized at build time
jdk.vm.ci, BUILD_TIME, Native Image classes are always initialized at build time
jdk.xml, BUILD_TIME, Core JDK classes are initialized at build time
long, BUILD_TIME, primitive types are initialized at build time
long[], BUILD_TIME, arrays are initialized at build time
org.graalvm.collections, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.compiler, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.graphio, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.home, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.jniutils, BUILD_TIME, Native Image classes are always initialized at build time and from 'META-INF/native-image/org.graalvm.truffle/native-image.properties' in 'file:///Users/pbagherinia/.gradle/caches/modules-2/files-2.1/org.graalvm.truffle/truffle-api/24.1.2/9f4f7b88626ff41c953e22a040fa83629ca77b17/truffle-api-24.1.2.jar' with 'org.graalvm.jniutils'
org.graalvm.nativebridge, BUILD_TIME, Native Image classes are always initialized at build time and from 'META-INF/native-image/org.graalvm.truffle/native-image.properties' in 'file:///Users/pbagherinia/.gradle/caches/modules-2/files-2.1/org.graalvm.truffle/truffle-api/24.1.2/9f4f7b88626ff41c953e22a040fa83629ca77b17/truffle-api-24.1.2.jar' with 'org.graalvm.nativebridge'
org.graalvm.nativeimage, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.nativeimage.Isolate, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
org.graalvm.nativeimage.IsolateThread, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
org.graalvm.nativeimage.c.CContext$Directives, BUILD_TIME, super type of com.oracle.svm.core.posix.headers.PosixDirectives and super type of com.oracle.svm.core.jni.headers.JNIHeaderDirectives and super type of com.oracle.svm.truffle.nfi.libffi.LibFFIHeaderDirectives and super type of com.oracle.svm.hosted.c.DirectivesExtension and super type of com.oracle.svm.core.riscv64.RISCV64LibCHelperDirectives and super type of com.oracle.svm.core.amd64.AMD64LibCHelperDirectives and super type of com.oracle.svm.core.aarch64.AArch64LibCHelperDirectives
org.graalvm.nativeimage.c.function.CFunctionPointer[], BUILD_TIME, arrays are initialized at build time
org.graalvm.nativeimage.c.function.CodePointer[], BUILD_TIME, arrays are initialized at build time
org.graalvm.nativeimage.c.function.RelocatedPointer[], BUILD_TIME, arrays are initialized at build time
org.graalvm.nativeimage.c.type.CCharPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CCharPointerPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CDoublePointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CFloatPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CIntPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CIntPointerPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CLongPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CShortPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.VoidPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.WordPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.options, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.polyglot, BUILD_TIME, Native Image classes are always initialized at build time and from 'META-INF/native-image/org.graalvm.polyglot/native-image.properties' in 'file:///Users/pbagherinia/.gradle/caches/modules-2/files-2.1/org.graalvm.polyglot/polyglot/24.1.2/8f954ecda2c30def4cbd6f90d3871fa803a24d5/polyglot-24.1.2.jar' with 'org.graalvm.polyglot'
org.graalvm.shadowed.org.fusesource.jansi, BUILD_TIME, from 'META-INF/native-image/org.graalvm.truffle/native-image.properties' in 'file:///Users/pbagherinia/.gradle/caches/modules-2/files-2.1/org.graalvm.truffle/truffle-api/24.1.2/9f4f7b88626ff41c953e22a040fa83629ca77b17/truffle-api-24.1.2.jar' with 'org.graalvm.shadowed.org.fusesource.jansi'
org.graalvm.shadowed.org.jline, BUILD_TIME, from 'META-INF/native-image/org.graalvm.truffle/native-image.properties' in 'file:///Users/pbagherinia/.gradle/caches/modules-2/files-2.1/org.graalvm.truffle/truffle-api/24.1.2/9f4f7b88626ff41c953e22a040fa83629ca77b17/truffle-api-24.1.2.jar' with 'org.graalvm.shadowed.org.jline'
org.graalvm.shadowed.org.json, BUILD_TIME, from 'META-INF/native-image/org.graalvm.truffle/native-image.properties' in 'file:///Users/pbagherinia/.gradle/caches/modules-2/files-2.1/org.graalvm.truffle/truffle-api/24.1.2/9f4f7b88626ff41c953e22a040fa83629ca77b17/truffle-api-24.1.2.jar' with 'org.graalvm.shadowed.org.json'
org.graalvm.util, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.word, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.word.ComparableWord[], BUILD_TIME, arrays are initialized at build time
org.graalvm.word.Pointer, BUILD_TIME, super type of com.oracle.svm.core.posix.headers.Pwd$passwdPointer
org.graalvm.word.PointerBase[], BUILD_TIME, arrays are initialized at build time
org.graalvm.word.WordBase[], BUILD_TIME, arrays are initialized at build time
org.ietf.jgss.GSSException, BUILD_TIME, Core JDK classes are initialized at build time
org.ietf.jgss.GSSName, BUILD_TIME, Core JDK classes are initialized at build time
org.ietf.jgss.Oid, BUILD_TIME, Core JDK classes are initialized at build time
org.jcp.xml.dsig.internal.dom.XMLDSigRI, BUILD_TIME, Required for TrustStoreManager
org.jcp.xml.dsig.internal.dom.XMLDSigRI$ProviderService, BUILD_TIME, Required for TrustStoreManager
org.organicdesign.fp.collections, RUN_TIME, from command line with 'org.organicdesign.fp.collections'
org.pkl.core, BUILD_TIME, from command line with 'org.pkl.core'
org.snakeyaml.engine, RUN_TIME, from command line with 'org.snakeyaml.engine'
short, BUILD_TIME, primitive types are initialized at build time
short[], BUILD_TIME, arrays are initialized at build time
sun.invoke, BUILD_TIME, Core JDK classes are initialized at build time
sun.launcher, BUILD_TIME, Core JDK classes are initialized at build time
sun.management, BUILD_TIME, Core JDK classes are initialized at build time
sun.misc, BUILD_TIME, Core JDK classes are initialized at build time
sun.net, BUILD_TIME, Core JDK classes are initialized at build time
sun.net.PortConfig, RERUN, Calls PortConfig.getLower0() and PortConfig.getUpper0()
sun.net.ext.ExtendedSocketOptions, RERUN, for JDK native code support via JNI
sun.net.httpserver.simpleserver, RUN_TIME, Allocates InetAddress in class initializers
sun.net.www.protocol.http.DigestAuthentication$Parameters, RERUN, Contains Random references, therefore can't be included in the image heap.
sun.net.www.protocol.jar.JarFileFactory, RERUN, for JDK native code support via JNI
sun.net.www.protocol.jar.JarURLConnection, RERUN, for JDK native code support via JNI
sun.nio, BUILD_TIME, Core JDK classes are initialized at build time
sun.nio.ch.AsynchronousServerSocketChannelImpl$DefaultOptionsHolder, RERUN, for JDK native code support via JNI
sun.nio.ch.AsynchronousSocketChannelImpl$DefaultOptionsHolder, RERUN, for JDK native code support via JNI
sun.nio.ch.DatagramChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.DatagramChannelImpl$DefaultOptionsHolder, RERUN, for JDK native code support via JNI
sun.nio.ch.DevPollArrayWrapper, RERUN, Calls IOUtil.fdLimit()
sun.nio.ch.EPoll, RERUN, Calls EPoll.eventSize(), EPoll.eventsOffset() and EPoll.dataOffset()
sun.nio.ch.EPollSelectorImpl, RERUN, Calls IOUtil.fdLimit()
sun.nio.ch.EventPortSelectorImpl, RERUN, Calls IOUtil.fdLimit()
sun.nio.ch.FileChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.FileChannelImpl$Unmapper, RERUN, for JDK native code support via JNI
sun.nio.ch.FileDispatcherImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.FileKey, RERUN, for JDK native code support via JNI
sun.nio.ch.IOUtil, RERUN, for JDK native code support via JNI
sun.nio.ch.NativeThread, RERUN, for JDK native code support via JNI
sun.nio.ch.Net, RERUN, for JDK native code support via JNI
sun.nio.ch.Poller, RERUN, Contains an InnocuousThread.
sun.nio.ch.ServerSocketChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.ServerSocketChannelImpl$DefaultOptionsHolder, RERUN, for JDK native code support via JNI
sun.nio.ch.SimpleAsynchronousFileChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.SimpleAsynchronousFileChannelImpl$DefaultExecutorHolder, RERUN, for JDK native code support via JNI
sun.nio.ch.SinkChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.SocketChannelImpl$DefaultOptionsHolder, RERUN, for JDK native code support via JNI
sun.nio.ch.SocketOptionRegistry$LazyInitialization, RERUN, for JDK native code support via JNI
sun.nio.ch.SourceChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.UnixAsynchronousServerSocketChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.UnixDomainSockets, RERUN, for JDK native code support via JNI
sun.nio.fs.LinuxWatchService$Poller, RERUN, LinuxWatchService.eventSize() and LinuxWatchService.eventOffsets()
sun.nio.fs.UnixNativeDispatcher, RERUN, for JDK native code support via JNI
sun.reflect, BUILD_TIME, Core JDK classes are initialized at build time
sun.rmi, RUN_TIME, from 'META-INF/native-image/org.graalvm.truffle/native-image.properties' in 'file:///Users/pbagherinia/.gradle/caches/modules-2/files-2.1/org.graalvm.truffle/truffle-api/24.1.2/9f4f7b88626ff41c953e22a040fa83629ca77b17/truffle-api-24.1.2.jar' with 'sun.rmi'
sun.rmi.transport.GC, BUILD_TIME, Loaded an unneeded library (rmi) in static initializer.
sun.rmi.transport.GC$LatencyLock, BUILD_TIME, Loaded an unneeded library (rmi) in static initializer.
sun.security.action, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.internal.interfaces, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.internal.spec, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.jca, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.jca.JCAUtil, RERUN, JCAUtil.def holds a SecureRandom.
sun.security.jca.JCAUtil$CachedSecureRandomHolder, RERUN, for substitutions
sun.security.jgss, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.krb5, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.krb5.Config, RERUN, Reset the value of lazily initialized field sun.security.krb5.Config#singleton
sun.security.krb5.Confounder, RERUN, for substitutions
sun.security.krb5.KrbServiceLocator, RERUN, Contains Random references, therefore can't be included in the image heap.
sun.security.mscapi, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.pkcs, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.pkcs10, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.pkcs11, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.pkcs12, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.provider, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.provider.AbstractDrbg$SeederHolder, RERUN, for substitutions
sun.security.provider.FileInputStreamPool, RERUN, for substitutions
sun.security.provider.NativePRNG, RERUN, for substitutions
sun.security.provider.NativePRNG$Blocking, RERUN, for substitutions
sun.security.provider.NativePRNG$NonBlocking, RERUN, for substitutions
sun.security.provider.SecureRandom$SeederHolder, RERUN, for substitutions
sun.security.provider.SeedGenerator, RERUN, for substitutions
sun.security.rsa, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.smartcardio, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.ssl.SSLContextImpl$DefaultManagersHolder, RERUN, for reading properties at run time
sun.security.ssl.SSLLogger, RERUN, for reading properties at run time
sun.security.timestamp, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.tools, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.util, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.util.UntrustedCertificates, BUILD_TIME, Required for TrustStoreManager
sun.security.validator, BUILD_TIME, Core JDK classes are initialized at build time
sun.security.x509, BUILD_TIME, Core JDK classes are initialized at build time
sun.text, BUILD_TIME, Core JDK classes are initialized at build time
sun.util, BUILD_TIME, Core JDK classes are initialized at build time
void, BUILD_TIME, primitive types are initialized at build time
